Ano,Trimestre,Mês,Dia,SKU,Código Cliente,Loja,Quantidade Vendida
2017,Trim 3,julho,24,HL1008,34,Salvador,3
2017,Trim 3,julho,24,HL1008,1113,São Paulo,4
2017,Trim 3,julho,24,HL1009,612,Fortaleza,2
2017,Trim 3,julho,24,HL1009,1364,Niterói,6
2017,Trim 3,julho,24,HL1010,722,Campinas,2
2017,Trim 3,julho,24,HL1010,244,Recife,2
2017,Trim 3,julho,24,HL1010,593,Salvador,2
2017,Trim 3,julho,24,HL1012,576,Nova Iguaçu,1
2017,Trim 3,julho,24,HL1015,423,Campinas,2
2017,Trim 3,julho,24,HL1015,261,São Paulo,4
2017,Trim 3,julho,24,HL1017,772,São Paulo,2
2017,Trim 3,julho,24,HL1018,504,Fortaleza,3
2017,Trim 3,julho,24,HL1018,502,Guarulhos,1
2017,Trim 3,julho,24,HL1020,524,Guarulhos,1
2017,Trim 3,julho,24,HL1021,397,Belo Horizonte,2
2017,Trim 3,julho,24,HL1021,28,Rio de Janeiro,4
2017,Trim 3,julho,24,HL1023,231,Nova Iguaçu,4
2017,Trim 3,julho,24,HL1023,570,Rio de Janeiro,2
2017,Trim 3,julho,24,HL1024,804,Rio de Janeiro,5
2017,Trim 3,julho,25,HL1001,612,Fortaleza,4
2017,Trim 3,julho,25,HL1001,558,Rio de Janeiro,4
2017,Trim 3,julho,25,HL1002,377,Rio de Janeiro,3
2017,Trim 3,julho,25,HL1003,406,São Paulo,4
2017,Trim 3,julho,25,HL1005,298,Rio de Janeiro,2
2017,Trim 3,julho,25,HL1007,420,Nova Iguaçu,4
2017,Trim 3,julho,25,HL1008,439,Campinas,4
2017,Trim 3,julho,25,HL1008,335,Recife,4
2017,Trim 3,julho,25,HL1008,140,São Paulo,4
2017,Trim 3,julho,25,HL1009,407,Rio de Janeiro,2
2017,Trim 3,julho,25,HL1013,49,São Paulo,1
2017,Trim 3,julho,25,HL1014,155,Rio de Janeiro,1
2017,Trim 3,julho,25,HL1015,421,Belo Horizonte,3
2017,Trim 3,julho,25,HL1017,34,Salvador,5
2017,Trim 3,julho,25,HL1018,572,Rio de Janeiro,3
2017,Trim 3,julho,25,HL1018,69,São Paulo,1
2017,Trim 3,julho,25,HL1019,573,Rio de Janeiro,5
2017,Trim 3,julho,25,HL1021,316,Salvador,8
2017,Trim 3,julho,25,HL1021,424,São Paulo,2
2017,Trim 3,julho,25,HL1023,202,São Paulo,5
2017,Trim 3,julho,26,HL1001,544,Salvador,1
2017,Trim 3,julho,26,HL1001,1130,São Paulo,4
2017,Trim 3,julho,26,HL1002,413,Belo Horizonte,1
2017,Trim 3,julho,26,HL1002,792,Salvador,4
2017,Trim 3,julho,26,HL1003,320,São Paulo,3
2017,Trim 3,julho,26,HL1005,682,Goiânia,1
2017,Trim 3,julho,26,HL1005,545,Rio de Janeiro,5
2017,Trim 3,julho,26,HL1005,145,São Paulo,1
2017,Trim 3,julho,26,HL1006,207,Guarulhos,4
2017,Trim 3,julho,26,HL1007,699,Curitiba,5
2017,Trim 3,julho,26,HL1007,512,Goiânia,4
2017,Trim 3,julho,26,HL1008,697,Fortaleza,2
2017,Trim 3,julho,26,HL1010,615,Goiânia,3
2017,Trim 3,julho,26,HL1010,174,Salvador,4
2017,Trim 3,julho,26,HL1013,288,Fortaleza,2
2017,Trim 3,julho,26,HL1013,450,São Paulo,2
2017,Trim 3,julho,26,HL1015,445,Fortaleza,5
2017,Trim 3,julho,26,HL1015,648,Niterói,3
2017,Trim 3,julho,26,HL1015,54,Salvador,2
2017,Trim 3,julho,26,HL1018,805,Recife,5
2017,Trim 3,julho,26,HL1020,196,São Paulo,3
2017,Trim 3,julho,26,HL1021,248,Rio de Janeiro,2
2017,Trim 3,julho,26,HL1021,168,Salvador,4
2017,Trim 3,julho,26,HL1021,406,São Paulo,5
2017,Trim 3,julho,26,HL1023,654,Niterói,2
2017,Trim 3,julho,26,HL1024,153,Guarulhos,2
2017,Trim 3,julho,26,HL1024,226,Rio de Janeiro,3
2017,Trim 3,julho,27,HL1001,337,Guarulhos,3
2017,Trim 3,julho,27,HL1001,514,Niterói,5
2017,Trim 3,julho,27,HL1001,197,Recife,3
2017,Trim 3,julho,27,HL1001,481,São Paulo,7
2017,Trim 3,julho,27,HL1003,312,São Paulo,1
2017,Trim 3,julho,27,HL1004,69,São Paulo,1
2017,Trim 3,julho,27,HL1005,705,Curitiba,2
2017,Trim 3,julho,27,HL1006,820,Fortaleza,3
2017,Trim 3,julho,27,HL1007,80,Belo Horizonte,3
2017,Trim 3,julho,27,HL1007,202,São Paulo,2
2017,Trim 3,julho,27,HL1008,633,Recife,1
2017,Trim 3,julho,27,HL1008,252,Salvador,5
2017,Trim 3,julho,27,HL1009,774,Curitiba,1
2017,Trim 3,julho,27,HL1009,285,Salvador,3
2017,Trim 3,julho,27,HL1009,160,São Paulo,4
2017,Trim 3,julho,27,HL1012,652,Rio de Janeiro,4
2017,Trim 3,julho,27,HL1013,763,Niterói,2
2017,Trim 3,julho,27,HL1013,69,São Paulo,2
2017,Trim 3,julho,27,HL1015,333,Campinas,5
2017,Trim 3,julho,27,HL1015,324,Nova Iguaçu,3
2017,Trim 3,julho,27,HL1015,701,São Paulo,8
2017,Trim 3,julho,27,HL1017,715,Curitiba,3
2017,Trim 3,julho,27,HL1018,709,Campinas,3
2017,Trim 3,julho,27,HL1018,257,Curitiba,6
2017,Trim 3,julho,27,HL1021,470,Belo Horizonte,5
2017,Trim 3,julho,27,HL1023,682,Goiânia,1
2017,Trim 3,julho,27,HL1023,424,São Paulo,3
2017,Trim 3,julho,27,HL1024,665,São Paulo,5
2017,Trim 3,julho,28,HL1001,621,Fortaleza,3
2017,Trim 3,julho,28,HL1001,1042,São Paulo,6
2017,Trim 3,julho,28,HL1002,478,Curitiba,1
2017,Trim 3,julho,28,HL1003,198,Salvador,4
2017,Trim 3,julho,28,HL1005,1320,Fortaleza,5
2017,Trim 3,julho,28,HL1005,268,Recife,1
2017,Trim 3,julho,28,HL1006,782,Nova Iguaçu,5
2017,Trim 3,julho,28,HL1007,411,Campinas,4
2017,Trim 3,julho,28,HL1007,22,Curitiba,3
2017,Trim 3,julho,28,HL1007,152,Guarulhos,1
2017,Trim 3,julho,28,HL1007,785,Porto Alegre,3
2017,Trim 3,julho,28,HL1008,310,São Paulo,3
2017,Trim 3,julho,28,HL1009,331,Rio de Janeiro,5
2017,Trim 3,julho,28,HL1010,171,Fortaleza,4
2017,Trim 3,julho,28,HL1012,459,Recife,1
2017,Trim 3,julho,28,HL1012,314,São Paulo,3
2017,Trim 3,julho,28,HL1013,637,Curitiba,1
2017,Trim 3,julho,28,HL1015,581,Belo Horizonte,3
2017,Trim 3,julho,28,HL1018,413,Belo Horizonte,1
2017,Trim 3,julho,28,HL1018,248,Rio de Janeiro,3
2017,Trim 3,julho,28,HL1018,31,Salvador,2
2017,Trim 3,julho,28,HL1019,83,Guarulhos,1
2017,Trim 3,julho,28,HL1021,1436,Salvador,7
2017,Trim 3,julho,28,HL1021,105,São Paulo,1
2017,Trim 3,julho,28,HL1023,290,Guarulhos,6
2017,Trim 3,julho,28,HL1023,52,Rio de Janeiro,3
2017,Trim 3,julho,28,HL1024,47,Guarulhos,1
2017,Trim 3,julho,29,HL1001,255,Fortaleza,3
2017,Trim 3,julho,29,HL1001,769,Salvador,4
2017,Trim 3,julho,29,HL1002,474,Porto Alegre,2
2017,Trim 3,julho,29,HL1002,513,Recife,3
2017,Trim 3,julho,29,HL1005,495,Niterói,1
2017,Trim 3,julho,29,HL1005,81,Recife,3
2017,Trim 3,julho,29,HL1005,675,Salvador,5
2017,Trim 3,julho,29,HL1006,17,Goiânia,3
2017,Trim 3,julho,29,HL1006,753,São Paulo,5
2017,Trim 3,julho,29,HL1007,320,São Paulo,1
2017,Trim 3,julho,29,HL1008,388,Belo Horizonte,3
2017,Trim 3,julho,29,HL1009,515,Porto Alegre,2
2017,Trim 3,julho,29,HL1009,631,Rio de Janeiro,4
2017,Trim 3,julho,29,HL1009,451,São Paulo,4
2017,Trim 3,julho,29,HL1013,95,Curitiba,5
2017,Trim 3,julho,29,HL1013,263,Fortaleza,1
2017,Trim 3,julho,29,HL1015,58,Belo Horizonte,5
2017,Trim 3,julho,29,HL1015,279,Fortaleza,2
2017,Trim 3,julho,29,HL1017,429,São Paulo,2
2017,Trim 3,julho,29,HL1018,622,Fortaleza,1
2017,Trim 3,julho,29,HL1018,303,São Paulo,3
2017,Trim 3,julho,29,HL1020,611,Belo Horizonte,1
2017,Trim 3,julho,29,HL1020,545,Rio de Janeiro,3
2017,Trim 3,julho,29,HL1023,49,São Paulo,5
2017,Trim 3,julho,29,HL1024,537,Rio de Janeiro,4
2017,Trim 3,julho,30,HL1001,366,Fortaleza,1
2017,Trim 3,julho,30,HL1001,698,São Paulo,3
2017,Trim 3,julho,30,HL1002,367,Curitiba,1
2017,Trim 3,julho,30,HL1002,207,Guarulhos,4
2017,Trim 3,julho,30,HL1003,356,Guarulhos,1
2017,Trim 3,julho,30,HL1003,237,Salvador,3
2017,Trim 3,julho,30,HL1004,104,São Paulo,3
2017,Trim 3,julho,30,HL1005,66,Curitiba,1
2017,Trim 3,julho,30,HL1005,335,Recife,4
2017,Trim 3,julho,30,HL1005,534,Salvador,5
2017,Trim 3,julho,30,HL1005,1116,São Paulo,8
2017,Trim 3,julho,30,HL1007,446,São Paulo,5
2017,Trim 3,julho,30,HL1008,780,Porto Alegre,1
2017,Trim 3,julho,30,HL1008,245,Salvador,1
2017,Trim 3,julho,30,HL1008,617,São Paulo,4
2017,Trim 3,julho,30,HL1009,715,Curitiba,2
2017,Trim 3,julho,30,HL1009,14,Rio de Janeiro,3
2017,Trim 3,julho,30,HL1012,134,Rio de Janeiro,1
2017,Trim 3,julho,30,HL1013,692,Salvador,5
2017,Trim 3,julho,30,HL1013,737,São Paulo,3
2017,Trim 3,julho,30,HL1015,735,Fortaleza,4
2017,Trim 3,julho,30,HL1017,675,Salvador,3
2017,Trim 3,julho,30,HL1018,622,Fortaleza,4
2017,Trim 3,julho,30,HL1019,628,Curitiba,2
2017,Trim 3,julho,30,HL1020,742,Belo Horizonte,4
2017,Trim 3,julho,30,HL1021,307,Nova Iguaçu,3
2017,Trim 3,julho,30,HL1023,53,São Paulo,2
2017,Trim 3,julho,31,HL1001,720,Curitiba,3
2017,Trim 3,julho,31,HL1001,155,Rio de Janeiro,5
2017,Trim 3,julho,31,HL1001,400,São Paulo,2
2017,Trim 3,julho,31,HL1002,66,Curitiba,5
2017,Trim 3,julho,31,HL1003,154,Belo Horizonte,5
2017,Trim 3,julho,31,HL1003,739,Campinas,2
2017,Trim 3,julho,31,HL1003,132,Porto Alegre,5
2017,Trim 3,julho,31,HL1003,342,Recife,1
2017,Trim 3,julho,31,HL1003,772,São Paulo,1
2017,Trim 3,julho,31,HL1005,493,Curitiba,2
2017,Trim 3,julho,31,HL1005,530,Nova Iguaçu,4
2017,Trim 3,julho,31,HL1005,275,Salvador,1
2017,Trim 3,julho,31,HL1005,408,São Paulo,2
2017,Trim 3,julho,31,HL1008,166,Porto Alegre,5
2017,Trim 3,julho,31,HL1008,298,Rio de Janeiro,3
2017,Trim 3,julho,31,HL1008,369,São Paulo,6
2017,Trim 3,julho,31,HL1009,486,Porto Alegre,4
2017,Trim 3,julho,31,HL1009,382,São Paulo,1
2017,Trim 3,julho,31,HL1013,20,Rio de Janeiro,2
2017,Trim 3,julho,31,HL1013,31,Salvador,1
2017,Trim 3,julho,31,HL1015,619,Curitiba,1
2017,Trim 3,julho,31,HL1015,820,Recife,2
2017,Trim 3,julho,31,HL1019,224,São Paulo,1
2017,Trim 3,julho,31,HL1020,91,Fortaleza,1
2017,Trim 3,julho,31,HL1021,110,São Paulo,5
2017,Trim 3,julho,31,HL1024,382,São Paulo,1
2017,Trim 3,agosto,1,HL1001,171,Fortaleza,1
2017,Trim 3,agosto,1,HL1001,653,Recife,2
2017,Trim 3,agosto,1,HL1001,389,São Paulo,1
2017,Trim 3,agosto,1,HL1002,762,Goiânia,3
2017,Trim 3,agosto,1,HL1003,125,Rio de Janeiro,3
2017,Trim 3,agosto,1,HL1005,56,Guarulhos,1
2017,Trim 3,agosto,1,HL1007,470,Belo Horizonte,4
2017,Trim 3,agosto,1,HL1007,575,Recife,8
2017,Trim 3,agosto,1,HL1007,374,Rio de Janeiro,1
2017,Trim 3,agosto,1,HL1008,301,Salvador,2
2017,Trim 3,agosto,1,HL1014,319,São Paulo,5
2017,Trim 3,agosto,1,HL1015,383,Belo Horizonte,5
2017,Trim 3,agosto,1,HL1015,733,Porto Alegre,1
2017,Trim 3,agosto,1,HL1015,235,São Paulo,4
2017,Trim 3,agosto,1,HL1019,787,Salvador,2
2017,Trim 3,agosto,1,HL1023,520,Belo Horizonte,4
2017,Trim 3,agosto,1,HL1023,410,Guarulhos,3
2017,Trim 3,agosto,2,HL1001,418,Belo Horizonte,4
2017,Trim 3,agosto,2,HL1001,523,Niterói,1
2017,Trim 3,agosto,2,HL1001,1186,São Paulo,6
2017,Trim 3,agosto,2,HL1002,31,Salvador,1
2017,Trim 3,agosto,2,HL1005,633,Recife,1
2017,Trim 3,agosto,2,HL1007,345,Curitiba,1
2017,Trim 3,agosto,2,HL1007,79,São Paulo,2
2017,Trim 3,agosto,2,HL1009,106,Recife,1
2017,Trim 3,agosto,2,HL1018,372,Guarulhos,5
2017,Trim 3,agosto,2,HL1018,29,Rio de Janeiro,2
2017,Trim 3,agosto,2,HL1018,275,Salvador,5
2017,Trim 3,agosto,2,HL1018,406,São Paulo,5
2017,Trim 3,agosto,2,HL1019,600,Guarulhos,3
2017,Trim 3,agosto,2,HL1021,65,Goiânia,2
2017,Trim 3,agosto,2,HL1021,559,Salvador,1
2017,Trim 3,agosto,2,HL1023,388,Belo Horizonte,5
2017,Trim 3,agosto,2,HL1024,566,Recife,2
2017,Trim 3,agosto,3,HL1001,243,Campinas,2
2017,Trim 3,agosto,3,HL1001,226,Rio de Janeiro,5
2017,Trim 3,agosto,3,HL1002,251,Belo Horizonte,1
2017,Trim 3,agosto,3,HL1005,742,Belo Horizonte,2
2017,Trim 3,agosto,3,HL1005,459,Recife,4
2017,Trim 3,agosto,3,HL1006,50,São Paulo,5
2017,Trim 3,agosto,3,HL1007,638,Campinas,5
2017,Trim 3,agosto,3,HL1008,864,Curitiba,6
2017,Trim 3,agosto,3,HL1009,366,Fortaleza,5
2017,Trim 3,agosto,3,HL1009,652,Rio de Janeiro,3
2017,Trim 3,agosto,3,HL1009,641,São Paulo,1
2017,Trim 3,agosto,3,HL1015,204,Goiânia,1
2017,Trim 3,agosto,3,HL1015,320,São Paulo,5
2017,Trim 3,agosto,3,HL1018,718,São Paulo,4
2017,Trim 3,agosto,3,HL1019,650,São Paulo,1
2017,Trim 3,agosto,3,HL1024,26,Guarulhos,2
2017,Trim 3,agosto,3,HL1024,754,Porto Alegre,5
2017,Trim 3,agosto,4,HL1001,298,Rio de Janeiro,4
2017,Trim 3,agosto,4,HL1002,155,Rio de Janeiro,2
2017,Trim 3,agosto,4,HL1003,400,São Paulo,4
2017,Trim 3,agosto,4,HL1008,571,Rio de Janeiro,4
2017,Trim 3,agosto,4,HL1009,217,Curitiba,1
2017,Trim 3,agosto,4,HL1014,158,Recife,1
2017,Trim 3,agosto,4,HL1015,816,Porto Alegre,5
2017,Trim 3,agosto,4,HL1015,541,São Paulo,4
2017,Trim 3,agosto,4,HL1018,657,Fortaleza,1
2017,Trim 3,agosto,4,HL1018,405,Rio de Janeiro,2
2017,Trim 3,agosto,4,HL1021,700,Salvador,3
2017,Trim 3,agosto,4,HL1024,105,São Paulo,4
2017,Trim 3,agosto,5,HL1001,817,Rio de Janeiro,4
2017,Trim 3,agosto,5,HL1002,209,São Paulo,3
2017,Trim 3,agosto,5,HL1003,532,Goiânia,2
2017,Trim 3,agosto,5,HL1005,138,Campinas,1
2017,Trim 3,agosto,5,HL1005,685,Goiânia,4
2017,Trim 3,agosto,5,HL1005,787,Salvador,3
2017,Trim 3,agosto,5,HL1006,17,Goiânia,2
2017,Trim 3,agosto,5,HL1007,81,Recife,1
2017,Trim 3,agosto,5,HL1008,270,Guarulhos,1
2017,Trim 3,agosto,5,HL1009,459,Recife,4
2017,Trim 3,agosto,5,HL1013,314,São Paulo,3
2017,Trim 3,agosto,5,HL1015,370,Recife,1
2017,Trim 3,agosto,5,HL1018,131,Niterói,1
2017,Trim 3,agosto,5,HL1023,123,Belo Horizonte,3
2017,Trim 3,agosto,5,HL1023,368,Rio de Janeiro,3
2017,Trim 3,agosto,5,HL1024,426,Fortaleza,4
2017,Trim 3,agosto,6,HL1001,430,Belo Horizonte,4
2017,Trim 3,agosto,6,HL1001,534,São Paulo,3
2017,Trim 3,agosto,6,HL1007,23,Belo Horizonte,4
2017,Trim 3,agosto,6,HL1007,643,Curitiba,3
2017,Trim 3,agosto,6,HL1008,133,Fortaleza,4
2017,Trim 3,agosto,6,HL1011,108,Campinas,5
2017,Trim 3,agosto,6,HL1012,715,Curitiba,3
2017,Trim 3,agosto,6,HL1013,471,Fortaleza,4
2017,Trim 3,agosto,6,HL1013,202,São Paulo,2
2017,Trim 3,agosto,6,HL1015,633,Recife,3
2017,Trim 3,agosto,6,HL1018,621,Fortaleza,3
2017,Trim 3,agosto,6,HL1019,114,São Paulo,4
2017,Trim 3,agosto,6,HL1020,170,Salvador,4
2017,Trim 3,agosto,7,HL1001,569,Fortaleza,6
2017,Trim 3,agosto,7,HL1001,165,Recife,4
2017,Trim 3,agosto,7,HL1002,221,Porto Alegre,4
2017,Trim 3,agosto,7,HL1002,569,Recife,7
2017,Trim 3,agosto,7,HL1005,540,São Paulo,5
2017,Trim 3,agosto,7,HL1006,619,Curitiba,3
2017,Trim 3,agosto,7,HL1006,579,Nova Iguaçu,1
2017,Trim 3,agosto,7,HL1007,557,Fortaleza,2
2017,Trim 3,agosto,7,HL1007,25,Nova Iguaçu,3
2017,Trim 3,agosto,7,HL1009,422,Campinas,2
2017,Trim 3,agosto,7,HL1013,653,Recife,5
2017,Trim 3,agosto,7,HL1014,566,Recife,1
2017,Trim 3,agosto,7,HL1015,91,Fortaleza,5
2017,Trim 3,agosto,7,HL1021,737,São Paulo,5
2017,Trim 3,agosto,7,HL1023,428,Porto Alegre,4
2017,Trim 3,agosto,7,HL1024,502,Guarulhos,3
2017,Trim 3,agosto,7,HL1024,356,São Paulo,6
2017,Trim 3,agosto,8,HL1001,47,Guarulhos,4
2017,Trim 3,agosto,8,HL1005,638,Campinas,2
2017,Trim 3,agosto,8,HL1005,420,Nova Iguaçu,2
2017,Trim 3,agosto,8,HL1005,99,Rio de Janeiro,2
2017,Trim 3,agosto,8,HL1007,735,Fortaleza,2
2017,Trim 3,agosto,8,HL1007,536,Guarulhos,2
2017,Trim 3,agosto,8,HL1007,69,São Paulo,3
2017,Trim 3,agosto,8,HL1009,50,São Paulo,4
2017,Trim 3,agosto,8,HL1010,250,Curitiba,3
2017,Trim 3,agosto,8,HL1010,446,São Paulo,2
2017,Trim 3,agosto,8,HL1013,775,Salvador,1
2017,Trim 3,agosto,8,HL1015,962,Salvador,10
2017,Trim 3,agosto,8,HL1018,534,Salvador,3
2017,Trim 3,agosto,8,HL1018,160,São Paulo,5
2017,Trim 3,agosto,8,HL1019,57,São Paulo,5
2017,Trim 3,agosto,8,HL1024,160,São Paulo,2
2017,Trim 3,agosto,9,HL1001,742,Belo Horizonte,5
2017,Trim 3,agosto,9,HL1001,261,São Paulo,2
2017,Trim 3,agosto,9,HL1005,770,Campinas,5
2017,Trim 3,agosto,9,HL1005,578,Nova Iguaçu,2
2017,Trim 3,agosto,9,HL1005,320,São Paulo,5
2017,Trim 3,agosto,9,HL1006,69,São Paulo,2
2017,Trim 3,agosto,9,HL1007,504,Fortaleza,4
2017,Trim 3,agosto,9,HL1007,84,Guarulhos,1
2017,Trim 3,agosto,9,HL1008,47,Guarulhos,5
2017,Trim 3,agosto,9,HL1008,696,Porto Alegre,1
2017,Trim 3,agosto,9,HL1009,219,Recife,5
2017,Trim 3,agosto,9,HL1012,785,Porto Alegre,5
2017,Trim 3,agosto,9,HL1013,249,Guarulhos,1
2017,Trim 3,agosto,9,HL1015,291,Goiânia,4
2017,Trim 3,agosto,9,HL1015,822,Recife,5
2017,Trim 3,agosto,9,HL1015,55,São Paulo,1
2017,Trim 3,agosto,9,HL1018,617,São Paulo,3
2017,Trim 3,agosto,9,HL1019,765,Salvador,2
2017,Trim 3,agosto,9,HL1021,576,Nova Iguaçu,2
2017,Trim 3,agosto,9,HL1021,145,São Paulo,5
2017,Trim 3,agosto,9,HL1023,286,Fortaleza,5
2017,Trim 3,agosto,9,HL1024,286,Fortaleza,2
2017,Trim 3,agosto,9,HL1024,307,Nova Iguaçu,4
2017,Trim 3,agosto,9,HL1024,106,Recife,4
2017,Trim 3,agosto,10,HL1001,149,Nova Iguaçu,1
2017,Trim 3,agosto,10,HL1002,288,Fortaleza,5
2017,Trim 3,agosto,10,HL1005,214,Guarulhos,5
2017,Trim 3,agosto,10,HL1006,239,Curitiba,4
2017,Trim 3,agosto,10,HL1006,683,São Paulo,2
2017,Trim 3,agosto,10,HL1007,782,Nova Iguaçu,3
2017,Trim 3,agosto,10,HL1007,446,São Paulo,2
2017,Trim 3,agosto,10,HL1008,581,Belo Horizonte,1
2017,Trim 3,agosto,10,HL1015,251,Belo Horizonte,5
2017,Trim 3,agosto,10,HL1015,370,Recife,1
2017,Trim 3,agosto,10,HL1018,154,Belo Horizonte,3
2017,Trim 3,agosto,10,HL1024,158,Recife,2
2017,Trim 3,agosto,11,HL1001,498,Curitiba,1
2017,Trim 3,agosto,11,HL1001,134,Rio de Janeiro,4
2017,Trim 3,agosto,11,HL1001,424,São Paulo,5
2017,Trim 3,agosto,11,HL1003,1172,São Paulo,10
2017,Trim 3,agosto,11,HL1005,119,Guarulhos,2
2017,Trim 3,agosto,11,HL1005,114,São Paulo,2
2017,Trim 3,agosto,11,HL1009,541,São Paulo,4
2017,Trim 3,agosto,11,HL1010,565,Fortaleza,1
2017,Trim 3,agosto,11,HL1013,348,Guarulhos,5
2017,Trim 3,agosto,11,HL1014,111,São Paulo,5
2017,Trim 3,agosto,11,HL1015,332,Campinas,5
2017,Trim 3,agosto,11,HL1015,509,Recife,2
2017,Trim 3,agosto,11,HL1019,235,São Paulo,2
2017,Trim 3,agosto,11,HL1021,299,Goiânia,4
2017,Trim 3,agosto,11,HL1023,814,Recife,3
2017,Trim 3,agosto,11,HL1023,531,Rio de Janeiro,4
2017,Trim 3,agosto,12,HL1001,555,Recife,5
2017,Trim 3,agosto,12,HL1002,180,Belo Horizonte,5
2017,Trim 3,agosto,12,HL1004,254,Recife,4
2017,Trim 3,agosto,12,HL1005,705,Curitiba,1
2017,Trim 3,agosto,12,HL1005,525,Porto Alegre,5
2017,Trim 3,agosto,12,HL1006,137,Guarulhos,2
2017,Trim 3,agosto,12,HL1007,125,Rio de Janeiro,4
2017,Trim 3,agosto,12,HL1007,753,São Paulo,1
2017,Trim 3,agosto,12,HL1009,413,Belo Horizonte,1
2017,Trim 3,agosto,12,HL1009,59,Campinas,2
2017,Trim 3,agosto,12,HL1014,471,Fortaleza,5
2017,Trim 3,agosto,12,HL1019,108,Campinas,4
2017,Trim 3,agosto,12,HL1021,138,Campinas,1
2017,Trim 3,agosto,13,HL1001,1256,Belo Horizonte,5
2017,Trim 3,agosto,13,HL1001,210,Curitiba,1
2017,Trim 3,agosto,13,HL1001,82,Salvador,3
2017,Trim 3,agosto,13,HL1001,822,São Paulo,9
2017,Trim 3,agosto,13,HL1003,1461,Salvador,2
2017,Trim 3,agosto,13,HL1005,271,Curitiba,5
2017,Trim 3,agosto,13,HL1007,160,São Paulo,5
2017,Trim 3,agosto,13,HL1008,345,Curitiba,5
2017,Trim 3,agosto,13,HL1008,541,São Paulo,5
2017,Trim 3,agosto,13,HL1009,694,Rio de Janeiro,2
2017,Trim 3,agosto,13,HL1013,683,São Paulo,3
2017,Trim 3,agosto,13,HL1015,349,Goiânia,4
2017,Trim 3,agosto,13,HL1015,593,Salvador,4
2017,Trim 3,agosto,13,HL1017,799,Salvador,4
2017,Trim 3,agosto,13,HL1018,800,Salvador,1
2017,Trim 3,agosto,13,HL1021,244,Recife,3
2017,Trim 3,agosto,13,HL1023,590,Belo Horizonte,1
2017,Trim 3,agosto,13,HL1023,64,Porto Alegre,4
2017,Trim 3,agosto,14,HL1002,238,Curitiba,3
2017,Trim 3,agosto,14,HL1002,256,Guarulhos,1
2017,Trim 3,agosto,14,HL1002,689,Nova Iguaçu,1
2017,Trim 3,agosto,14,HL1002,140,São Paulo,2
2017,Trim 3,agosto,14,HL1005,263,Fortaleza,5
2017,Trim 3,agosto,14,HL1006,242,Guarulhos,4
2017,Trim 3,agosto,14,HL1007,471,Fortaleza,3
2017,Trim 3,agosto,14,HL1007,336,Rio de Janeiro,3
2017,Trim 3,agosto,14,HL1007,303,São Paulo,5
2017,Trim 3,agosto,14,HL1008,34,Salvador,5
2017,Trim 3,agosto,14,HL1009,298,Rio de Janeiro,2
2017,Trim 3,agosto,14,HL1009,700,Salvador,5
2017,Trim 3,agosto,14,HL1015,321,Recife,3
2017,Trim 3,agosto,14,HL1015,284,Rio de Janeiro,4
2017,Trim 3,agosto,14,HL1015,319,São Paulo,3
2017,Trim 3,agosto,14,HL1018,48,Guarulhos,4
2017,Trim 3,agosto,14,HL1021,97,Salvador,5
2017,Trim 3,agosto,14,HL1021,748,São Paulo,4
2017,Trim 3,agosto,14,HL1023,551,Salvador,1
2017,Trim 3,agosto,14,HL1024,641,São Paulo,5
2017,Trim 3,agosto,15,HL1002,721,Belo Horizonte,1
2017,Trim 3,agosto,15,HL1002,560,Curitiba,3
2017,Trim 3,agosto,15,HL1002,246,Goiânia,1
2017,Trim 3,agosto,15,HL1002,820,Recife,5
2017,Trim 3,agosto,15,HL1003,409,Belo Horizonte,4
2017,Trim 3,agosto,15,HL1005,398,Recife,4
2017,Trim 3,agosto,15,HL1005,725,São Paulo,1
2017,Trim 3,agosto,15,HL1008,108,Campinas,3
2017,Trim 3,agosto,15,HL1008,583,Salvador,3
2017,Trim 3,agosto,15,HL1009,169,Recife,4
2017,Trim 3,agosto,15,HL1011,325,Rio de Janeiro,3
2017,Trim 3,agosto,15,HL1015,240,Curitiba,3
2017,Trim 3,agosto,15,HL1015,460,Nova Iguaçu,5
2017,Trim 3,agosto,15,HL1015,376,Recife,5
2017,Trim 3,agosto,15,HL1015,97,Salvador,1
2017,Trim 3,agosto,15,HL1019,125,Rio de Janeiro,3
2017,Trim 3,agosto,16,HL1001,8,Goiânia,2
2017,Trim 3,agosto,16,HL1001,206,Guarulhos,2
2017,Trim 3,agosto,16,HL1001,5,Recife,2
2017,Trim 3,agosto,16,HL1001,105,São Paulo,2
2017,Trim 3,agosto,16,HL1003,421,Belo Horizonte,4
2017,Trim 3,agosto,16,HL1003,732,Campinas,4
2017,Trim 3,agosto,16,HL1005,354,Fortaleza,4
2017,Trim 3,agosto,16,HL1005,50,São Paulo,4
2017,Trim 3,agosto,16,HL1006,3,Rio de Janeiro,1
2017,Trim 3,agosto,16,HL1007,179,Guarulhos,5
2017,Trim 3,agosto,16,HL1007,342,Recife,1
2017,Trim 3,agosto,16,HL1007,694,Rio de Janeiro,4
2017,Trim 3,agosto,16,HL1011,301,Salvador,1
2017,Trim 3,agosto,16,HL1013,577,Guarulhos,5
2017,Trim 3,agosto,16,HL1013,597,Recife,2
2017,Trim 3,agosto,16,HL1015,229,Rio de Janeiro,9
2017,Trim 3,agosto,16,HL1018,153,São Paulo,5
2017,Trim 3,agosto,16,HL1019,43,Nova Iguaçu,3
